,Paper ID,Title,Abstract,Score
0,b676de09cf12905dea5d204930150599d5256cde,A Bayesian approach for detecting a disease that is not being modeled,"Over the past decade, outbreaks of new or reemergent viruses such as severe acute respiratory syndrome (SARS) virus, Middle East respiratory syndrome (MERS) virus, and Zika have claimed thousands of lives and cost governments and healthcare systems billions of dollars. Because the appearance of new or transformed diseases is likely to continue, the detection and characterization of emergent diseases is an important problem. We describe a Bayesian statistical model that can detect and characterize previously unknown and unmodeled diseases from patient-care reports and evaluate its performance on historical data.",0.2547598732749024
1,0fdba4c24e81ec738a498e2ffa501d46c22745a6,The expression patterns of immune response genes in the Peripheral Blood Mononuclear cells of pregnant women presenting with subclinical or clinical HEV infection are different and trimester-dependent: A whole transcriptome analysis,"Hepatitis E is an enteric disease highly prevalent in the developing countries. The basis for high mortality among pregnant hepatitis E patients remains unclear. Importantly, a large proportion of infected pregnant women present with subclinical infection as well. In order to understand the possible mechanisms influencing clinical presentation of hepatitis E in pregnant women, we explored a system biology approach. For this, PBMCs from various categories were subjected to RNAseq analysis. These included non-pregnant (NPR, acute and convalescent phases) and pregnant (PR, 2(nd) and 3(rd) trimesters, acute phase and subclinical HEV infections) patients and corresponding healthy controls. The current study deals with immune response genes. In contrast to exclusive up-regulation of nonspecific, early immune response transcripts in the NPR patients, the PR patients exhibited broader and heightened expression of genes associated with innate as well as adaptive T and B cell responses. The study identified for the first time (1) inverse relationship of immunoglobulin (Ig) genes overexpression and (2) association of differential expression of S100 series genes with disease presentation. The data suggests possible involvement of TLR4 and NOD1 in pregnant patients and alpha defensins in all patient categories suggesting a role in protection. Induction of IFNγ gene was not detected during the acute phase irrespective of pregnancy. Association of response to vitamin D, transcripts related to NK/NKT and regulatory T cells during subclinical infection are noteworthy. The data obtained here could be correlated with several studies reported earlier in hepatitis E patients suggesting utility of PBMCs as an alternate specimen. The extensive, informative data provided here for the first time should form basis for future studies that will help in understanding pathogenesis of fulminant hepatitis E.",0.2059432264926074
3,22dcb31779bd6c5f70ff99d16706b6be06e67b89,Age-dependent risks of Incidence and Mortality of COVID-19 in Hubei Province and Other Parts of China,"<jats:p>New coronavirus SARS-CoV-2 poses a big challenge for global public health in early 2020. Coronavirus Disease 2019 (COVID-19) caused by the virus rapidly spreads all over the world and takes thousands of lives in just two months. It is critical to refine the incidence and mortality risks of COVID-19 for the effective management of the general public and patients in the outbreak. In this report, we investigate the incidence and mortality risks of the infection by analyzing the age composition of 5319 infected patients, 76 fatal cases, and 1,144,648 individuals of the general public in China. Our result shows a relatively low incidence risk for young people but a very high mortality risk for seniors. Notably, mortality risk could be as high as 0.48 for people older than 80 years. Furthermore, our study suggests that a good medical service can effectively reduce the mortality rate of the viral infection to 1% or less.</jats:p>",0.19138018505944657
4,16e7e95862d9430497bb2e0fb6c72ccb9d16a992,Case fatality risk of novel coronavirus diseases 2019 in China,"<jats:p>Objective The outbreak of novel coronavirus disease 2019 (COVID-19) imposed a substantial health burden in mainland China and remains a global epidemic threat. Our objectives are to assess the case fatality risk (CFR) among COVID-19 patients detected in mainland China, stratified by clinical category and age group. Method We collected individual information on laboratory-confirmed COVID-19 cases from publicly available official sources from December 29, 2019 to February 23, 2020. We explored the risk factors associated with mortality. We used methods accounting for right-censoring and survival analyses to estimate the CFR among detected cases.  Results Of 12,863 cases reported outside Hubei, we obtained individual records for 9,651 cases, including 62 deaths and 1,449 discharged cases. The deceased were significantly older than discharged cases (median age: 77 vs 39 years, p&lt;0.001). 58% (36/62) were male. Older age (OR 1.18 per year; 95%CI: 1.14 to 1.22), being male (OR 2.02; 95%CI: 1.02 to 4.03), and being treated in less developed economic regions (e.g., West and Northeast vs. East, OR 3.93; 95%CI: 1.74 to 8.85) were mortality risk factors. The estimated CFR was 0.89-1.24% among all cases. The fatality risk among critical patients was 2-fold higher than that among severe and critical patients, and 24-fold higher than that among moderate, severe and critical patients. Conclusions Our estimates of CFR based on laboratory-confirmed cases ascertained outside of Hubei suggest that COVID-19 is not as severe as severe acute respiratory syndrome and Middle East respiratory syndrome, but more similar to the mortality risk of 2009 H1N1 influenza pandemic in hospitalized patients. The fatality risk of COVID-19 is higher in males and increases with age. Our study improves the severity assessment of the ongoing epidemic and can inform the COVID-19 outbreak response in China and beyond.</jats:p>",0.17558627156824785
5,069bf4da8f0f4f540b9f6a16021e007442e7e027,"MyD88-dependent influx of monocytes and neutrophils impairs lymph node B cell responses to chikungunya virus infection via Irf5, Nos2 and Nox2","Humoral immune responses initiate in the lymph node draining the site of viral infection (dLN). Some viruses subvert LN B cell activation; however, our knowledge of viral hindrance of B cell responses of important human pathogens is lacking. Here, we define mechanisms whereby chikungunya virus (CHIKV), a mosquito-transmitted RNA virus that causes outbreaks of acute and chronic arthritis in humans, hinders dLN antiviral B cell responses. Infection of WT mice with pathogenic, but not acutely cleared CHIKV, induced MyD88-dependent recruitment of monocytes and neutrophils to the dLN. Blocking this influx improved lymphocyte accumulation, dLN organization, and CHIKV-specific B cell responses. Both inducible nitric oxide synthase (iNOS) and the phagocyte NADPH oxidase (Nox2) contributed to impaired dLN organization and function. Infiltrating monocytes expressed iNOS through a local IRF5- and IFNAR1-dependent pathway that was partially TLR7-dependent. Together, our data suggest that pathogenic CHIKV triggers the influx and activation of monocytes and neutrophils in the dLN that impairs virus-specific B cell responses.",0.1713359894879519
6,e62e453735dc2022f4d81aa9b22769de30d0bb90,When will the battle against novel coronavirus end in Wuhan: a SEIR modeling analysis,"<jats:p>Recent outbreak of 2019-nCoV in Wuhan raised serious public health concerns. By February 15, 2020 in Wuhan, the total number of confirmed infection cases has reached 37,914, and the number of deaths has reached 1123, accounting for 56.9% of the total confirmed cases and 73.7% of the total deaths in China. People are eager to know when the epidemic will be completely controlled and when people's work and life will be on the right track. In this study we analyzed the epidemic dynamics and trend of 2019-nCoV in Wuhan by using the data after the closure of Wuhan city till February 12, 2020 based on the SEIR modeling method. The optimal parameters were estimated as R0=1.44 (interquartile range: 1.40-1.47)，TI=14 (interquartile range: 14-14) and TE=3.0 (interquartile range: 2.8-3.1). Based on these parameters, the number of infected individuals in Wuhan city may reach the peak around February 19 at about 45,000 people. Once entering March, the epidemic would gradually decline, and end around the late March. It is worth noting that the above prediction is based on the assumption that the number of susceptible population N = 200,000 will not increase. If the epidemic situation is not properly controlled, the peak of infected number can be further increased and the peak time will be a little postponed. It was expected that the epidemic would subside in early March, and disappear gradually towards the late March.</jats:p>",0.1642235779788995
8,c6012a6141f5ad05ac983aa9f1a7c57938363b16,Prognostic value of NT-proBNP in patients with severe COVID-19,"<jats:p>The outbreak of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in China has been declared a public health emergency of international concern. The cardiac injury was dominate in the process. However, whether N terminal pro B type natriuretic peptide (NT-proBNP) predicted outcome of COVID-19 patients was unknown. The study initially enrolled 102 patients with severe COVID-19 pneumonia from a continuous sample. After screening out the ineligible cases, 54 patients were analyzed in this study. Results found that patients with higher NT-proBNP (above 88.64 pg/mL) level had more risks of in-hospital death. After adjusting for potential cofounders in separate modes, NT-proBNP presented as an independent risk factor of in-hospital death in patients with severe COVID-19.</jats:p>",0.15668155107021167
10,18c37bae525b1a11c9c108e6eda84e14ebd84e4b,"Conjunctival polymerase chain reaction-tests of 2019 novel coronavirus in patients in Shenyang,China","<jats:p>Purpose: The 2019 novel coronavirus(COVID-19) mainly transmitted by person-to-person through inhalation of respiratory droplets. We report the laboratory results of conjunctival PCR-tests and some clinical features of these patients in shenyang China. Design: This is a cross-sectional non-randomized study. Subjects: The study include 14 confirmly diagnosed cases, 16 suspected cases and some medical observed patients. Methods:  All patients with diagnosed and suspected COVID-19 were admitted to a designated hospital in Shenyang,China. We  collected  conjunctival samples of these patients to do the laboratory tests by real time RT-PCR.Medical observed patients were enrolled if they had clinical symptoms. Then we analysed the PCR results and clinical data from eletronic medical records in order to find some relationships. Main Outcome Measures: Clinical condition and PCR results of conjunctival swabs compared with other specimens. Results: One of the identified case coverted from suspected case without typical clinical symptoms. Twenty-two medical observed cases  were removed because none of them converted to identified cases.One of the suspected converted to identified case recently.The included cases in our study are imported cases with less underlying diseases and the severity of their infection was relatively moderate. All the conjunctival results of PCR-test were negative. Two cases had typical clinical symptoms but were finally confirmed by repeated pharynx swab tests. Conclusion: Conjunctiva may be a transmission way of COVID-19. And ocular conjunctival swabs in combination with PCR test could be a non-invasive,convenient and feasible diagnostic method for identifying the infection of COVID-19. Emphasis on the false-negative results is vital.</jats:p>",0.14356764979003855
11,2e45e30b65fd34a5727e967dda22436bffc2b57e,Natural selection supports escape from concerted evolution of a recently duplicated CEACAM1 paralog in the ruminant CEA gene family,"Concerted evolution is often observed in multigene families such as the CEA gene family. As a result, sequence similarity of paralogous genes is significantly higher than expected from their evolutionary distance. Gene conversion, a “copy paste” DNA repair mechanism that transfers sequences from one gene to another and homologous recombination are drivers of concerted evolution. Nevertheless, some gene family members escape concerted evolution and acquire sufficient sequence differences that orthologous genes can be assigned in descendant species. Reasons why some gene family members can escape while others are captured by concerted evolution are poorly understood. By analyzing the entire CEA gene family in cattle (Bos taurus) we identified a member (CEACAM32) that was created by gene duplication and cooption of a unique transmembrane domain exon in the most recent ancestor of ruminants. CEACAM32 shows a unique, testis-specific expression pattern. Phylogenetic analysis indicated that CEACAM32 is not involved in concerted evolution of CEACAM1 paralogs in ruminants. However, analysis of gene conversion events revealed that CEACAM32 is subject to gene conversion but remarkably, these events are found in the leader exon and intron sequences but not in exons coding for the Ig-like domains. These findings suggest that natural selection hinders gene conversion affecting protein sequences of the mature protein and thereby support escape of CEACAM32 from concerted evolution.",0.14246002781390352
12,3990e8112c87103e73c37a3f89155b3e53326fd4,Evidence and characteristics of human-to-human transmission of SARS-CoV-2,"<jats:p>Background: On December 31, 2019, an outbreak of COVID-19 in humans was reported in Wuhan, and then spread fast to other provinces, China. We analyzed data from field investigations and genetic sequencing to describe the evidence and characteristics of human-to-human transmission in Guangdong Province. Methods: A confirmed COVID-19 case was defined if a suspected case was verified with positive of SARS-CoV-2 in throat swabs, nasal swabs, bronchoalveolar lavage fluid (BALF), or endotracheal aspirates by real-time reverse transcriptase polymerase chain reaction assay (RT-PCR) or genetic sequencing. Field investigations were conducted for each confirmed case. Clinical and demographic data of confirmed cases were collected from medical records. Exposure and travel history were obtained by interview. Results: A total of 1,151 confirmed cases were identified as of February 10, 2020 in Guangdong Province, China. Of them, 697 (60.1%) cases were from 234 cluster infections. Two hundred and fourteen (18.6%) were secondary cases, in which 144 cases were from family cluster infections. With the epidemic continuing, although familial cluster events were dominated, community cluster events increased with a nosocomial event. The whole genomes within the same family cluster infections were identical, and presented a few unique single nucleotide variants (SNVs) compared with SARS-CoV-2 identified on December 2019 in Wuhan. Conclusions: We observed evident human-to-human transmissions of SARS-CoV-2 in Guangdong, China. Although most of them were from family cluster infections, community and nosocomial infections were increasing. Our findings indicate that human-to-human transmission risks are transferring from family to community in Guangdong Province.</jats:p>",0.14089396564426396
